Category,Sub-Category,Item Name,Points,Found,Item ID,Shortened Item ID,Icon,Achievements ID,Achievements Display Name
Car,Models,BMW,1,FALSE,Car_Models_BMW,Car_Models_BMW,car_tag,top_gear,Top Gear!
Car,Models,Citroen,1,FALSE,Car_Models_Citroen,Car_Models_Citroen,car_tag,top_gear,Top Gear!
Car,Models,Cupra,2,FALSE,Car_Models_Cupra,Car_Models_Cupra,car_tag,top_gear,Top Gear!
Car,Models,Dacia,2,FALSE,Car_Models_Dacia,Car_Models_Dacia,car_tag,top_gear,Top Gear!
Car,Models,Fiat,1,FALSE,Car_Models_Fiat,Car_Models_Fiat,car_tag,top_gear,Top Gear!
Car,Models,Ford,1,FALSE,Car_Models_Ford,Car_Models_Ford,car_tag,top_gear,Top Gear!
Car,Models,Honda,1,FALSE,Car_Models_Honda,Car_Models_Honda,car_tag,top_gear,Top Gear!
Car,Models,Hyundai,1,FALSE,Car_Models_Hyundai,Car_Models_Hyundai,car_tag,top_gear,Top Gear!
Car,Models,Jaguar,2,FALSE,Car_Models_Jaguar,Car_Models_Jaguar,car_tag,top_gear|animals,Top Gear!|Animals crackers!
Car,Models,Jeep,3,FALSE,Car_Models_Jeep,Car_Models_Jeep,car_tag,top_gear,Top Gear!
Car,Models,KIA,1,FALSE,Car_Models_KIA,Car_Models_KIA,car_tag,top_gear,Top Gear!
Car,Models,Land Rover,1,FALSE,Car_Models_Land Rover,Car_Models_Land Rover,car_tag,top_gear,Top Gear!
Car,Models,Lexus,2,FALSE,Car_Models_Lexus,Car_Models_Lexus,car_tag,top_gear,Top Gear!
Car,Models,Mazda,1,FALSE,Car_Models_Mazda,Car_Models_Mazda,car_tag,top_gear,Top Gear!
Car,Models,Mercedes-Benz,1,FALSE,Car_Models_Mercedes-Benz,Car_Models_Mercedes-Benz,car_tag,top_gear,Top Gear!
Car,Models,MG,2,FALSE,Car_Models_MG,Car_Models_MG,car_tag,top_gear,Top Gear!
Car,Models,Mini (Regular),1,FALSE,Car_Models_Mini (Regular),Car_Models_Mini (Regular),car_tag,top_gear,Top Gear!
Car,Models,Mini (Union Jack),2,FALSE,Car_Models_Mini (Union Jack),Car_Models_Mini (Union Jack),car_tag,top_gear,Top Gear!
Car,Models,Mitsubishi,3,FALSE,Car_Models_Mitsubishi,Car_Models_Mitsubishi,car_tag,top_gear,Top Gear!
Car,Models,Nissan,1,FALSE,Car_Models_Nissan,Car_Models_Nissan,car_tag,top_gear,Top Gear!
Car,Models,Peugeot,1,FALSE,Car_Models_Peugeot,Car_Models_Peugeot,car_tag,top_gear,Top Gear!
Car,Models,Porsche,2,FALSE,Car_Models_Porsche,Car_Models_Porsche,car_tag,top_gear,Top Gear!
Car,Models,Range Rover,1,FALSE,Car_Models_Range Rover,Car_Models_Range Rover,car_tag,top_gear,Top Gear!
Car,Models,Renault,1,FALSE,Car_Models_Renault,Car_Models_Renault,car_tag,top_gear,Top Gear!
Car,Models,Seat/Smart,1,FALSE,Car_Models_Seat/Smart,Car_Models_Seat/Smart,car_tag,top_gear,Top Gear!
Car,Models,Skoda,1,FALSE,Car_Models_Skoda,Car_Models_Skoda,car_tag,top_gear,Top Gear!
Car,Models,Suzuki,2,FALSE,Car_Models_Suzuki,Car_Models_Suzuki,car_tag,top_gear,Top Gear!
Car,Models,Tesla,1,FALSE,Car_Models_Tesla,Car_Models_Tesla,car_tag,top_gear,Top Gear!
Car,Models,Toyota,1,FALSE,Car_Models_Toyota,Car_Models_Toyota,car_tag,top_gear,Top Gear!
Car,Models,Vauxhall,1,FALSE,Car_Models_Vauxhall,Car_Models_Vauxhall,car_tag,top_gear,Top Gear!
Car,Models,Volkswagen,1,FALSE,Car_Models_Volkswagen,Car_Models_Volkswagen,car_tag,top_gear,Top Gear!
Car,Models,Volvo,1,FALSE,Car_Models_Volvo,Car_Models_Volvo,car_tag,top_gear,Top Gear!
Car,Number Plates,Alternative,4,FALSE,Car_Number Plates_Alternative,Car_Number Plates_Alternative,confirmation_number,plate,Put it on a plate!
Car,Number Plates,European,2,FALSE,Car_Number Plates_European,Car_Number Plates_European,confirmation_number,plate,Put it on a plate!
Car,Number Plates,Personalised,2,FALSE,Car_Number Plates_Personalised,Car_Number Plates_Personalised,confirmation_number,plate,Put it on a plate!
Car,Stickers,Baby On Board,2,FALSE,Car_Stickers_Baby On Board,Car_Stickers_Baby,branding_watermark,learning,Learning the hard way!
Car,Stickers,GB,3,FALSE,Car_Stickers_GB,Car_Stickers_GB,branding_watermark,learning|rule,Learning the hard way!|Rule Britannia!
Car,Stickers,Learner,2,FALSE,Car_Stickers_Learner,Car_Stickers_Learner,branding_watermark,learning,Learning the hard way!
Car,Stickers,Passed,3,FALSE,Car_Stickers_Passed,Car_Stickers_Passed,branding_watermark,learning,Learning the hard way!
Car,Stickers,UK,1,FALSE,Car_Stickers_UK,Car_Stickers_UK,branding_watermark,learning,Learning the hard way!
Misc - Items,Bins,Biffa/Large Bin,2,FALSE,Misc - Items_Bins_Biffa/Large Bin,Misc - Items_Bins_Biffa,recycling,bin,It's bin a long time coming!
Misc - Items,Bins,Dog poo bin,2,FALSE,Misc - Items_Bins_Dog poo bin,Misc - Items_Bins_Dog poo,recycling,bin,It's bin a long time coming!
Misc - Items,Bins,Litter bin,2,FALSE,Misc - Items_Bins_Litter bin,Misc - Items_Bins_Litter,recycling,bin,It's bin a long time coming!
Misc - Items,Bins,Recycling Box Other,1,FALSE,Misc - Items_Bins_Recycling Box Other,Misc - Items_Bins_Recycling,recycling,bin,It's bin a long time coming!
Misc - Items,Bins,Skip,1,FALSE,Misc - Items_Bins_Skip,Misc - Items_Bins_Skip,recycling,bin|builder,It's bin a long time coming!|Bob the builder!
Misc - Items,Bins,Wheelie Black/Grey,1,FALSE,Misc - Items_Bins_Wheelie Black/Grey,Misc - Items_Bins_Wheelie Black,recycling,bin|rainbow,It's bin a long time coming!|Over the rainbow!
Misc - Items,Bins,Wheelie Brown,1,FALSE,Misc - Items_Bins_Wheelie Brown,Misc - Items_Bins_Wheelie Brown,recycling,bin|rainbow,It's bin a long time coming!|Over the rainbow!
Misc - Items,Bins,Wheelie Green,1,FALSE,Misc - Items_Bins_Wheelie Green,Misc - Items_Bins_Wheelie Green,recycling,bin|rainbow,It's bin a long time coming!|Over the rainbow!
Misc - Items,Bus Stops,Bus Stop (Pole only),1,FALSE,Misc - Items_Bus Stops_Bus Stop (Pole only),Misc - Items_Bus Stops_Bus Stop Pole,bus_map_pin,bus_coach,Bus-ted!
Misc - Items,Bus Stops,Bus Stop with Shelter,2,FALSE,Misc - Items_Bus Stops_Bus Stop with Shelter,Misc - Items_Bus Stops_Bus Stop Shelter,bus_map_pin,bus_coach,Bus-ted!
Misc - Items,Flags,Flag - Not Country Related,2,FALSE,Misc - Items_Flags_Flag - Not Country Related,Misc - Items_Flags_Flag - Not Country Related,flag,flying,Air today gone tomorrow!
Misc - Items,Flags,Flag - Other Country,3,FALSE,Misc - Items_Flags_Flag - Other Country,Misc - Items_Flags_Flag - Other Country,flag,flying,Air today gone tomorrow!
Misc - Items,Flags,Flag - St. Georges Cross,2,FALSE,Misc - Items_Flags_Flag - St. Georges Cross,Misc - Items_Flags_Flag - St. Georges Cross,flag,flying|rule,Air today gone tomorrow!|Rule Britannia!
Misc - Items,Flags,Flag - Union Jack,2,FALSE,Misc - Items_Flags_Flag - Union Jack,Misc - Items_Flags_Flag - Union Jack,flag,flying|rule,Air today gone tomorrow!|Rule Britannia!
Misc - Items,Objects,Bunting/Fairy Lights,2,FALSE,Misc - Items_Objects_Bunting/Fairy Lights,Misc - Items_Objects_Bunting_Fairy Lights,category,object,Object of desire!
Misc - Items,Objects,Detatched Tyre,1,FALSE,Misc - Items_Objects_Detatched Tyre,Misc - Items_Objects_Detatched Tyre,category,object|park_mate,Object of desire!|You can't park there mate!
Misc - Items,Objects,Door or Window Open,2,FALSE,Misc - Items_Objects_Door or Window Open,Misc - Items_Objects_Door_Window Open,category,location|object,Location location location!|Object of desire!
Misc - Items,Objects,Graffiti,1,FALSE,Misc - Items_Objects_Graffiti,Misc - Items_Objects_Graffiti,category,object,Object of desire!
Misc - Items,Objects,Ladder,1,FALSE,Misc - Items_Objects_Ladder,Misc - Items_Objects_Ladder,category,object,Object of desire!
Misc - Items,Objects,Lifesaving Ring,4,FALSE,Misc - Items_Objects_Lifesaving Ring,Misc - Items_Objects_Lifesaving Ring,category,object,Object of desire!
Misc - Items,Objects,Mirror Convex,3,FALSE,Misc - Items_Objects_Mirror Convex,Misc - Items_Objects_Mirror Convex,category,object,Object of desire!
Misc - Items,Objects,Portable toilet/Portaloo,3,FALSE,Misc - Items_Objects_Portable toilet/Portaloo,Misc - Items_Objects_Portaloo,category,object|builder,Object of desire!|Bob the builder!
Misc - Items,Objects,Post box,1,FALSE,Misc - Items_Objects_Post box,Misc - Items_Objects_Post box,category,object,Object of desire!
Misc - Items,Objects,Salt/Grit Container,2,FALSE,Misc - Items_Objects_Salt/Grit Container,Misc - Items_Objects_Salt Container,category,bin|object,It's bin a long time coming!|Object of desire!
Misc - Items,Objects,Speed camera,1,FALSE,Misc - Items_Objects_Speed camera,Misc - Items_Objects_Speed camera,category,speed_freak|object,Speed freak!Object of desire!
Misc - Items,Objects,Telephone box,2,FALSE,Misc - Items_Objects_Telephone box,Misc - Items_Objects_Telephone box,category,object,Object of desire!
Misc - Items,Objects,Washing/Clothes Hung Up,1,FALSE,Misc - Items_Objects_Washing/Clothes Hung Up,Misc - Items_Objects_Washing,category,location|object,Location location location!Object of desire!
Misc - Items,Objects,Wooden Pallets,1,FALSE,Misc - Items_Objects_Wooden Pallets,Misc - Items_Objects_Wooden Pallets,category,object,Object of desire!
Misc - Items,People,Hat,2,FALSE,Misc - Items_People_Hat,Misc - Items_People_Hat,person,,
Misc - Items,People,Jogger,2,FALSE,Misc - Items_People_Jogger,Misc - Items_People_Jogger,person,,
Misc - Items,People,Person on their phone,1,FALSE,Misc - Items_People_Person on their phone,Misc - Items_People_Doom_Scroll,person,wavelength,Same wavelength!
Misc - Items,Technology,CCTV Camera,1,FALSE,Misc - Items_Technology_CCTV Camera,Misc - Items_Technology_CCTV Camera,settings_input_antenna,wavelength,Same wavelength!
Misc - Items,Technology,Pylon (end),3,FALSE,Misc - Items_Technology_Pylon (end),Misc - Items_Technology_End Pylon,settings_input_antenna,wavelength,Same wavelength!
Misc - Items,Technology,Satellite Dish,1,FALSE,Misc - Items_Technology_Satellite Dish,Misc - Items_Technology_Satellite Dish,settings_input_antenna,location|wavelength,Location location location!|Same wavelength!
Misc - Items,Technology,Solar Panels,1,FALSE,Misc - Items_Technology_Solar Panels,Misc - Items_Technology_Solar Panels,settings_input_antenna,wavelength,Same wavelength!
Misc - Items,Technology,Wind Turbine,3,FALSE,Misc - Items_Technology_Wind Turbine,Misc - Items_Technology_Wind Turbine,settings_input_antenna,wavelength,Same wavelength!
Parks & Nature,Hay Bales,Covered,3,FALSE,Parks & Nature_Hay Bales_Covered,Parks & Nature_Hay Bales_Covered,wheat,farmer|naturel,Me and the farmer!|Au naturel!
Parks & Nature,Hay Bales,Uncovered,3,FALSE,Parks & Nature_Hay Bales_Uncovered,Parks & Nature_Hay Bales_Uncovered,wheat,farmer|naturel,Me and the farmer!|Au naturel!
Parks & Nature,The Outdoors,Expanse of water,1,FALSE,Parks & Nature_The Outdoors_Expanse of water,Parks & Nature_The Outdoors_Expanse of water,park,naturel,Au naturel!
Parks & Nature,The Outdoors,Flowers,1,FALSE,Parks & Nature_The Outdoors_Flowers,Parks & Nature_The Outdoors_Flowers,park,naturel,Au naturel!
Parks & Nature,The Outdoors,Mistletoe,2,FALSE,Parks & Nature_The Outdoors_Mistletoe,Parks & Nature_The Outdoors_Mistletoe,park,naturel,Au naturel!
Parks & Nature,The Outdoors,Plastic bag in tree,1,FALSE,Parks & Nature_The Outdoors_Plastic bag in tree,Parks & Nature_The Outdoors_Plastic bage,park,naturel,Au naturel!
Parks & Nature,Playground,Ball,3,FALSE,Parks & Nature_Playground_Ball,Parks & Nature_Playground_Ball,child_care,naturel,Au naturel!
Parks & Nature,Playground,Equipment,2,FALSE,Parks & Nature_Playground_Equipment,Parks & Nature_Playground_Equipment,child_care,naturel,Au naturel!
Parks & Nature,Playground,Football Posts,2,FALSE,Parks & Nature_Playground_Football Posts,Parks & Nature_Playground_Football Posts,child_care,naturel,Au naturel!
Road,Floor Markings,Bus Lane/Stop,1,FALSE,Road_Floor Markings_Bus Lane/Stop,Road_Floor Markings_Bus Lane/Stop,road,bus_coach|middle_road,Bus-ted!|Middle of the road!
Road,Floor Markings,Double Yellow Lines,1,FALSE,Road_Floor Markings_Double Yellow Lines,Road_Floo Markingsr_Double Yellow Lines,road,rainbow|middle_road,Over the rainbow!|Middle of the road!
Road,Floor Markings,Keep Clear/No Entry,1,FALSE,Road_Floor Markings_Keep Clear/No Entry,Road_Floo Markingsr_Keep Clear_No Entry,road,middle_road,Middle of the road!
Road,Floor Markings,Road kill,2,FALSE,Road_Floor Markings_Road kill,Road_Floor Markings_Road kill,road,middle_road|park_mate,Middle of the road!|You can't park there mate!
Road,Floor Markings,Rumble Strip/Speed Bump,1,FALSE,Road_Floor Markings_Rumble Strip/Speed Bump,Road_Floor Markings_Speed Bump,road,speed_freak|middle_road,Speed freak!|Middle of the road!
Road,Floor Markings,Slow,1,FALSE,Road_Floor Markings_Slow,Road_Floor Markings_Slow,road,middle_road,Middle of the road!
Road,Floor Markings,Speed Limit (Any),1,FALSE,Road_Floor Markings_Speed Limit (Any),Road_Floor Markings_Speed Limit (Any),road,speed_freak|middle_road,Speed freak!|Middle of the road!
Road,Floor Markings,Yellow Box Junction,2,FALSE,Road_Floor Markings_Yellow Box Junction,Road_Floor Markings_Yellow Box Junction,road,rainbow|middle_road,Over the rainbow!|Middle of the road!
Road,Floor Markings,Zebra crossing,1,FALSE,Road_Floor Markings_Zebra crossing,Road_Floor Markings_Zebra crossing,road,middle_road|animals,Middle of the road!|Animals crackers!
Road,Traffic Cones,Blue,2,FALSE,Road_Traffic Cones_Blue,Road_Traffic Cones_Blue,warning,cone_head|rainbow|builder,Cone head!|Over the rainbow!|Bob the builder!
Road,Traffic Cones,Green,3,FALSE,Road_Traffic Cones_Green,Road_Traffic Cones_Green,warning,cone_head|rainbow|builder,Cone head!|Over the rainbow!|Bob the builder!
Road,Traffic Cones,Orange,1,FALSE,Road_Traffic Cones_Orange,Road_Traffic Cones_Orange,warning,cone_head|rainbow|builder,Cone head!|Over the rainbow!|Bob the builder!
Road,Traffic Cones,With Light on Top,3,FALSE,Road_Traffic Cones_With Light on Top,Road_Traffic Cones_Light on Top,warning,cone_head|builder,Cone head!|Bob the builder!
Road,Traffic Cones,Yellow,2,FALSE,Road_Traffic Cones_Yellow,Road_Traffic Cones_Yellow,warning,cone_head|rainbow|builder,Cone head!|Over the rainbow!|Bob the builder!
Signs,Distances,Miles: < 01 (Fraction),1,FALSE,Signs_Distances_Miles: < 01 (Fraction),Signs_Distances_Miles: < 01 (Fraction),signpost,distance,Long distance runner!
Signs,Distances,Miles: 01-05,1,FALSE,Signs_Distances_Miles: 01-05,Signs_Distances_Miles: 01-05,signpost,distance,Long distance runner!
Signs,Distances,Miles: 06-10,1,FALSE,Signs_Distances_Miles: 06-10,Signs_Distances_Miles: 06-10,signpost,distance,Long distance runner!
Signs,Distances,Miles: 10-19,1,FALSE,Signs_Distances_Miles: 10-19,Signs_Distances_Miles: 10-19,signpost,distance,Long distance runner!
Signs,Distances,Miles: 20-29,1,FALSE,Signs_Distances_Miles: 20-29,Signs_Distances_Miles: 20-29,signpost,distance,Long distance runner!
Signs,Distances,Miles: 30-39,1,FALSE,Signs_Distances_Miles: 30-39,Signs_Distances_Miles: 30-39,signpost,distance,Long distance runner!
Signs,Distances,Miles: 40-49,1,FALSE,Signs_Distances_Miles: 40-49,Signs_Distances_Miles: 40-49,signpost,distance,Long distance runner!
Signs,Distances,Miles: 50+,2,FALSE,Signs_Distances_Miles: 50+,Signs_Distances_Miles: 50+,signpost,distance,Long distance runner!
Signs,Estate Agent,For Sale,1,FALSE,Signs_Estate Agent_For Sale,Signs_Estate Agent_For Sale,house,location,Location location location!
Signs,Estate Agent,Sold,1,FALSE,Signs_Estate Agent_Sold,Signs_Estate Agent_Sold,house,location,Location location location!
Signs,Estate Agent,To Let/Let,1,FALSE,Signs_Estate Agent_To Let/Let,Signs_Estate Agent_To Let_Let,house,location,Location location location!
Signs,Highway Code,Speed 05/15,3,FALSE,Signs_Highway Code_Speed 05/15,Signs_Highway Code_Speed 5 or 15,speed,speed_freak|highway,Speed freak!|Highway robbery!
Signs,Highway Code,Speed 10,2,FALSE,Signs_Highway Code_Speed 10,Signs_Highway Code_Speed 10,speed,speed_freak|highway,Speed freak!|Highway robbery!
Signs,Highway Code,Speed 20,3,FALSE,Signs_Highway Code_Speed 20,Signs_Highway Code_Speed 20,speed,speed_freak|highway,Speed freak!|Highway robbery!
Signs,Highway Code,Speed 30,1,FALSE,Signs_Highway Code_Speed 30,Signs_Highway Code_Speed 30,speed,speed_freak|highway,Speed freak!|Highway robbery!
Signs,Highway Code,Speed 40,1,FALSE,Signs_Highway Code_Speed 40,Signs_Highway Code_Speed 40,speed,speed_freak|highway,Speed freak!|Highway robbery!
Signs,Highway Code,Speed 50,1,FALSE,Signs_Highway Code_Speed 50,Signs_Highway Code_Speed 50,speed,speed_freak|highway,Speed freak!|Highway robbery!
Signs,Highway Code,Speed 60,3,FALSE,Signs_Highway Code_Speed 60,Signs_Highway Code_Speed 60,speed,speed_freak|highway,Speed freak!|Highway robbery!
Signs,Highway Code,Average Speed Check,2,FALSE,Signs_Highway Code_Average Speed Check,Signs_Highway Code_Average Speed Check,speed,speed_freak|highway,Speed freak!|Highway robbery!
Signs,Highway Code,National Speed Limit,1,FALSE,Signs_Highway Code_National Speed Limit,Signs_Highway Code_National Speed Limit,speed,speed_freak|highway,Speed freak!|Highway robbery!
